n_rep,num_qubits,n_gadgets,method,cx,u3,depth,2q_depth,time
0,5,1,pauliopt_steiner_nc,0,1,1,0,0.014363
0,5,1,paulihedral,0,1,1,0,0.015131
0,5,1,pauliopt_divide_conquer,0,1,1,0,0.013942
0,5,1,tket_uccs_pair,0,5,1,0,0.021176
0,5,1,tket_uccs_set,0,5,1,0,0.024191
0,5,1,pauliopt_ucc,0,1,1,0,0.020686
0,5,1,pauliopt_steiner_clifford,0,1,1,0,0.02099
0,5,1,naive,0,1,1,0,0.005255
1,5,1,tket_uccs_set,4,6,6,4,0.013418
1,5,1,paulihedral,2,1,3,2,0.004474
1,5,1,tket_uccs_pair,4,6,6,4,0.013746
1,5,1,pauliopt_steiner_nc,4,1,5,4,0.003744
1,5,1,pauliopt_ucc,4,1,5,4,0.006447
1,5,1,pauliopt_divide_conquer,4,1,5,4,0.006935
1,5,1,pauliopt_steiner_clifford,4,1,5,4,0.006043
1,5,1,naive,4,1,5,4,0.004323
2,5,1,tket_uccs_set,4,8,7,4,0.016544
2,5,1,paulihedral,2,4,5,2,0.010457
2,5,1,pauliopt_steiner_nc,4,5,7,4,0.007919
2,5,1,tket_uccs_pair,4,8,7,4,0.016222
2,5,1,pauliopt_ucc,4,6,9,4,0.009465
2,5,1,pauliopt_divide_conquer,4,4,8,4,0.008732
2,5,1,pauliopt_steiner_clifford,4,6,7,4,0.008426
2,5,1,naive,4,5,7,4,0.009681
3,5,1,tket_uccs_set,2,8,5,2,0.015592
3,5,1,paulihedral,2,5,5,2,0.007501
3,5,1,pauliopt_steiner_nc,2,5,5,2,0.005367
3,5,1,tket_uccs_pair,2,8,5,2,0.017198
3,5,1,pauliopt_ucc,2,4,5,2,0.008604
3,5,1,pauliopt_divide_conquer,2,4,5,2,0.009239
3,5,1,pauliopt_steiner_clifford,2,5,5,2,0.008408
3,5,1,naive,2,5,5,2,0.008818
4,5,1,tket_uccs_set,4,7,7,4,0.014278
4,5,1,paulihedral,2,2,3,2,0.006337
4,5,1,tket_uccs_pair,4,7,7,4,0.015202
4,5,1,pauliopt_steiner_nc,4,3,5,4,0.005489
4,5,1,pauliopt_ucc,4,3,7,4,0.006503
4,5,1,pauliopt_divide_conquer,5,6,7,5,0.009537
4,5,1,pauliopt_steiner_clifford,4,4,6,4,0.006783
4,5,1,naive,4,3,7,4,0.007665
5,5,1,tket_uccs_set,2,6,4,2,0.012197
5,5,1,tket_uccs_pair,2,6,4,2,0.012782
5,5,1,paulihedral,2,1,3,2,0.003039
5,5,1,pauliopt_steiner_nc,2,1,3,2,0.00353
5,5,1,pauliopt_ucc,2,1,3,2,0.00614
5,5,1,pauliopt_divide_conquer,2,1,3,2,0.006756
5,5,1,pauliopt_steiner_clifford,2,1,3,2,0.005222
5,5,1,naive,2,1,3,2,0.005844
6,5,1,tket_uccs_set,2,6,4,2,0.012887
6,5,1,paulihedral,2,1,3,2,0.005907
6,5,1,tket_uccs_pair,2,6,4,2,0.014033
6,5,1,pauliopt_steiner_nc,2,1,3,2,0.004268
6,5,1,pauliopt_ucc,2,1,3,2,0.00684
6,5,1,pauliopt_divide_conquer,2,1,3,2,0.007893
6,5,1,pauliopt_steiner_clifford,2,1,3,2,0.005676
6,5,1,naive,2,1,3,2,0.006122
7,5,1,tket_uccs_set,4,8,7,4,0.014763
7,5,1,paulihedral,2,4,5,2,0.006213
7,5,1,tket_uccs_pair,4,8,7,4,0.015415
7,5,1,pauliopt_steiner_nc,4,5,7,4,0.005703
7,5,1,pauliopt_ucc,4,6,9,4,0.009713
7,5,1,pauliopt_divide_conquer,4,7,9,4,0.010377
7,5,1,pauliopt_steiner_clifford,4,7,8,4,0.010133
